,17538
2.3.4.4.4.5.6.6.6.6.,4
2.3.4.4.4.5.6.6.6.7.7.,1
2.3.4.4.4.5.6.6.7.7.7.7.8.,1
2.3.4.4.4.5.6.6.7.7.7.8.9.,2
2.3.4.4.4.5.6.6.7.7.7.9.,1
2.3.4.4.5.5.5.5.5.,4
2.3.4.4.5.5.5.5.5.6.,4
2.3.4.4.5.5.5.5.6.7.,2
2.3.4.4.5.5.5.6.6.,3
2.3.4.4.5.5.5.6.6.6.,1
2.3.4.4.5.5.5.6.6.7.7.8.,1
2.3.4.4.5.5.5.6.6.8.8.,1
2.3.4.4.5.5.5.6.6.9.9.10.,1
2.3.4.4.5.5.5.6.7.7.8.8.9.9.,4
2.3.4.4.5.5.6.6.6.7.7.7.8.,1
2.3.4.4.5.5.6.6.7.7.8.8.9.,2
2.3.4.5.5.5.5.5.6.,1
2.3.4.5.5.5.5.5.6.6.,2
2.3.4.5.5.5.5.5.6.7.9.10.,1
2.3.4.5.5.5.5.6.6.6.7.,13
2.3.4.5.5.6.6.6.6.6.7.,18
2.3.4.5.5.6.6.6.6.7.7.8.8.9.,46
2.4.4.4.4.4.4.5.5.6.8.,1
2.4.4.4.4.4.5.5.5.5.6.6.,5
2.4.4.4.4.4.5.5.6.7.7.7.9.,1
2.4.4.4.4.5.5.5.5.,1
2.4.4.4.4.5.5.5.5.6.,1
2.4.4.4.4.5.5.5.5.6.8.,1
2.4.4.4.4.5.5.6.6.6.,1
2.4.4.4.4.5.5.6.6.6.7.7.8.,1
2.4.4.4.4.5.5.6.6.7.7.,4
2.4.4.4.5.5.5.5.5.5.6.8.,1
2.4.4.4.5.5.5.5.6.,1
2.4.4.4.5.5.5.5.6.6.7.7.,1
2.4.4.4.5.5.5.6.6.7.7.7.,1
2.4.4.4.5.5.5.6.6.8.8.8.9.,2
2.4.4.4.5.5.5.6.7.7.7.8.,2
2.4.4.4.5.5.6.6.6.,3
2.4.4.5.5.5.5.5.6.6.6.7.,3
2.4.4.5.5.5.5.6.6.,2
2.4.4.5.5.5.5.6.7.7.7.7.,2
2.4.4.5.5.6.6.6.6.7.8.8.8.9.,49
2.4.4.5.5.6.6.6.7.7.8.8.8.,1
2.4.4.5.6.6.6.7.7.7.7.9.,1
2.4.4.5.6.6.7.7.7.,2
2.4.5.5.5.5.5.6.6.6.6.6.9.,3
2.4.5.5.5.5.6.6.6.,2
2.4.5.5.5.5.6.7.7.7.8.8.9.,4
2.4.5.5.5.6.6.6.7.7.7.8.8.,97
3.3.3.3.3.3.,12
3.3.3.3.3.3.3.3.4.5.5.6.7.7.8.,3
3.3.3.3.3.3.3.3.5.5.6.6.6.8.,2
3.3.3.3.3.3.3.3.5.5.6.6.7.7.,1
3.3.3.3.3.3.3.4.4.5.,5
3.3.3.3.3.3.4.4.,10
3.3.3.3.3.3.4.4.5.5.6.,7
3.3.3.3.3.3.4.4.5.7.,1
3.3.3.3.3.3.4.5.5.,4
3.3.3.3.3.3.4.5.6.6.7.,1
3.3.3.3.3.3.4.5.7.,1
3.3.3.3.3.3.4.6.6.,1
3.3.3.3.3.4.4.4.4.5.,9
3.3.3.3.3.4.4.4.4.5.7.7.,1
3.3.3.3.3.4.4.4.4.7.,5
3.3.3.3.3.4.4.4.5.5.6.7.,1
3.3.3.3.3.4.4.4.5.5.7.,2
3.3.3.3.3.4.4.4.5.6.8.8.10.,2
3.3.3.3.3.4.4.4.5.8.,1
3.3.3.3.3.4.4.5.,19
3.3.3.3.3.4.4.5.5.5.,60
3.3.3.3.3.4.4.5.5.6.6.7.,1
3.3.3.3.3.4.4.5.6.,3
3.3.3.3.3.4.4.5.6.6.,31
3.3.3.3.3.4.4.6.6.7.,1
3.3.3.3.3.4.5.5.5.5.6.6.9.,1
3.3.3.3.3.4.5.5.7.,1
3.3.3.3.3.4.5.6.,5
3.3.3.3.3.4.5.6.6.8.,1
3.3.3.3.4.,2
3.3.3.3.4.4.,12
3.3.3.3.4.4.4.4.,2
3.3.3.3.4.4.4.4.4.5.5.,4
3.3.3.3.4.4.4.4.4.5.7.9.9.,1
3.3.3.3.4.4.4.4.5.5.,49
3.3.3.3.4.4.4.4.5.5.8.8.,1
3.3.3.3.4.4.4.4.5.7.,1
3.3.3.3.4.4.4.4.5.7.8.,2
3.3.3.3.4.4.4.4.6.,2
3.3.3.3.4.4.4.4.6.6.,17
3.3.3.3.4.4.4.5.5.,13
3.3.3.3.4.4.4.5.5.5.6.7.8.,4
3.3.3.3.4.4.4.5.5.6.,26
3.3.3.3.4.4.4.5.5.6.6.,1
3.3.3.3.4.4.4.5.5.6.6.6.,1
3.3.3.3.4.4.4.5.6.6.6.7.,6
3.3.3.3.4.4.4.5.6.7.,5
3.3.3.3.4.4.4.5.6.7.7.9.,1
3.3.3.3.4.4.4.5.7.,1
3.3.3.3.4.4.4.6.6.,3
3.3.3.3.4.4.4.6.6.6.,28
3.3.3.3.4.4.4.6.7.7.,2
3.3.3.3.4.4.5.5.,9
3.3.3.3.4.4.5.5.5.6.6.7.,2
3.3.3.3.4.4.5.5.5.6.7.,1
3.3.3.3.4.4.5.5.5.7.,3
3.3.3.3.4.4.5.5.6.6.,14
3.3.3.3.4.4.5.5.6.7.7.8.8.,31
3.3.3.3.4.4.5.6.6.7.7.7.,1
3.3.3.3.4.4.5.6.6.7.8.,1
3.3.3.3.4.4.5.6.7.,2
3.3.3.3.4.4.5.7.,56
3.3.3.3.4.4.6.,2
3.3.3.3.4.4.6.6.,2
3.3.3.3.4.4.6.6.6.6.,2
3.3.3.3.4.4.7.7.7.7.8.,1
3.3.3.3.4.5.5.5.5.6.6.,2
3.3.3.3.4.5.5.5.5.6.7.7.,3
3.3.3.3.4.5.5.5.6.7.,1
3.3.3.3.4.5.5.6.,1
3.3.3.3.4.5.5.6.6.6.,4
3.3.3.3.4.5.5.6.6.6.8.8.,1
3.3.3.3.4.5.6.6.6.7.,9
3.3.3.3.4.5.6.6.7.7.7.7.9.,1
3.3.3.3.5.5.5.5.5.7.,1
3.3.3.3.5.5.5.5.6.6.7.7.,16
3.3.3.3.5.5.5.5.6.8.8.,1
3.3.3.3.5.5.6.,2
3.3.3.4.4.4.4.4.4.6.6.7.,1
3.3.3.4.4.4.4.4.5.,5
3.3.3.4.4.4.4.4.5.6.6.6.6.6.,4
3.3.3.4.4.4.4.4.5.6.7.7.,1
3.3.3.4.4.4.4.4.5.6.7.9.,1
3.3.3.4.4.4.4.4.6.7.,2
3.3.3.4.4.4.4.5.5.5.,2
3.3.3.4.4.4.4.5.5.5.6.,1
3.3.3.4.4.4.4.5.5.5.6.7.7.,10
3.3.3.4.4.4.4.5.5.5.6.8.,1
3.3.3.4.4.4.4.5.5.5.7.7.,1
3.3.3.4.4.4.4.5.5.6.7.8.10.,1
3.3.3.4.4.4.4.5.5.7.,3
3.3.3.4.4.4.4.5.5.7.7.8.9.,1
3.3.3.4.4.4.4.5.6.,3
3.3.3.4.4.4.4.5.6.6.,6
3.3.3.4.4.4.4.5.6.6.6.6.,103
3.3.3.4.4.4.4.5.6.8.8.,2
3.3.3.4.4.4.4.5.7.7.,2
3.3.3.4.4.4.4.6.6.7.,1
3.3.3.4.4.4.5.,26
3.3.3.4.4.4.5.5.5.,6
3.3.3.4.4.4.5.5.5.5.5.8.,1
3.3.3.4.4.4.5.5.5.5.6.7.,6
3.3.3.4.4.4.5.5.5.5.7.8.,1
3.3.3.4.4.4.5.5.5.5.8.9.,2
3.3.3.4.4.4.5.5.5.6.,49
3.3.3.4.4.4.5.5.5.6.6.,39
3.3.3.4.4.4.5.5.5.6.6.6.,3
3.3.3.4.4.4.5.5.6.6.6.7.,1
3.3.3.4.4.4.5.5.6.6.7.8.10.,3
3.3.3.4.4.4.5.5.6.6.8.9.,1
3.3.3.4.4.4.5.5.6.7.,2
3.3.3.4.4.4.5.5.6.7.7.9.,1
3.3.3.4.4.4.5.5.7.,1
3.3.3.4.4.4.5.5.7.8.,1
3.3.3.4.4.4.5.6.,2
3.3.3.4.4.4.5.6.6.,2
3.3.3.4.4.4.5.6.6.6.,1
3.3.3.4.4.4.5.6.6.6.7.8.9.,1
3.3.3.4.4.4.5.6.6.7.7.8.,1
3.3.3.4.4.4.5.6.6.8.,2
3.3.3.4.4.4.5.6.6.8.8.,1
3.3.3.4.4.4.5.6.6.8.8.9.9.10.,3
3.3.3.4.4.5.,3
3.3.3.4.4.5.5.5.,3
3.3.3.4.4.5.5.5.5.5.,1
3.3.3.4.4.5.5.5.5.6.6.7.,1
3.3.3.4.4.5.5.5.6.,1
3.3.3.4.4.5.5.5.6.6.,110
3.3.3.4.4.5.5.5.6.6.6.8.,1
3.3.3.4.4.5.5.6.6.7.,11
3.3.3.4.4.5.5.6.6.7.8.,1
3.3.3.4.4.5.5.6.7.,7
3.3.3.4.4.5.5.7.,2
3.3.3.4.4.5.6.6.6.,2
3.3.3.4.4.5.6.6.7.7.,1
3.3.3.4.5.5.5.5.5.5.7.8.,1
3.3.3.4.5.5.5.5.5.6.,1
3.3.3.4.5.5.5.5.6.7.7.7.8.,12
3.3.3.4.5.5.5.5.6.7.7.9.,5
3.3.3.4.5.5.5.5.7.7.7.,21
3.3.3.4.5.5.5.6.,1
3.3.3.4.5.5.5.6.6.7.8.8.9.,1
3.3.3.4.5.5.5.6.7.7.,2
3.3.3.4.5.5.5.7.7.,1
3.3.3.4.5.5.6.6.7.,1
3.3.3.4.5.5.6.7.,2
3.3.3.4.5.6.6.6.7.7.8.8.10.,2
3.3.3.5.5.5.5.5.6.7.7.8.,3
3.3.3.5.5.5.5.6.7.,1
3.3.4.4.4.4.4.,1
3.3.4.4.4.4.4.4.,4
3.3.4.4.4.4.4.4.4.6.,2
3.3.4.4.4.4.4.4.5.5.6.,1
3.3.4.4.4.4.4.4.5.5.7.9.,1
3.3.4.4.4.4.4.4.6.6.8.,1
3.3.4.4.4.4.4.5.5.,10
3.3.4.4.4.4.4.5.5.6.,1
3.3.4.4.4.4.4.5.5.6.6.,25
3.3.4.4.4.4.4.5.5.6.7.7.8.,5
3.3.4.4.4.4.4.5.5.8.,1
3.3.4.4.4.4.4.5.6.7.,1
3.3.4.4.4.4.4.5.7.8.,1
3.3.4.4.4.4.4.6.6.,2
3.3.4.4.4.4.4.6.6.6.,7
3.3.4.4.4.4.5.5.5.5.6.8.10.,1
3.3.4.4.4.4.5.5.5.5.8.,1
3.3.4.4.4.4.5.5.5.6.6.7.,1
3.3.4.4.4.4.5.5.5.6.7.8.,1
3.3.4.4.4.4.5.5.6.,1
3.3.4.4.4.4.5.5.6.6.6.8.,1
3.3.4.4.4.4.5.5.6.7.7.,26
3.3.4.4.4.4.5.5.6.8.,1
3.3.4.4.4.4.5.5.7.7.,2
3.3.4.4.4.4.5.6.6.7.8.,1
3.3.4.4.4.4.5.6.7.7.9.,1
3.3.4.4.4.4.6.,4
3.3.4.4.4.5.5.5.5.,2
3.3.4.4.4.5.5.5.5.5.6.7.,9
3.3.4.4.4.5.5.5.5.6.,8
3.3.4.4.4.5.5.5.5.6.6.7.7.,92
3.3.4.4.4.5.5.5.5.6.8.,1
3.3.4.4.4.5.5.5.5.7.7.10.,1
3.3.4.4.4.5.5.5.6.6.6.6.9.,2
3.3.4.4.4.5.5.5.6.7.,3
3.3.4.4.4.5.5.5.6.7.8.,1
3.3.4.4.4.5.5.5.7.,4
3.3.4.4.4.5.5.6.,1
3.3.4.4.4.5.5.6.6.,1
3.3.4.4.4.5.5.6.6.6.,2
3.3.4.4.4.5.5.6.6.6.8.8.,1
3.3.4.4.4.5.5.6.7.7.,3
3.3.4.4.4.5.5.6.7.7.8.,1
3.3.4.4.4.5.5.7.7.,1
3.3.4.4.4.5.6.6.6.6.6.7.10.10.,5
3.3.4.4.4.5.6.6.6.7.,2
3.3.4.4.4.5.6.6.7.8.,1
3.3.4.4.5.5.5.5.,1
3.3.4.4.5.5.5.5.6.,1
3.3.4.4.5.5.5.5.6.6.,9
3.3.4.4.5.5.5.5.6.6.6.8.,1
3.3.4.4.5.5.5.5.6.6.8.,1
3.3.4.4.5.5.5.5.6.7.7.,62
3.3.4.4.5.5.5.5.6.7.7.7.9.,1
3.3.4.4.5.5.5.5.6.8.,1
3.3.4.4.5.5.5.5.7.7.,1
3.3.4.4.5.5.5.6.6.7.,11
3.3.4.4.5.5.5.6.6.7.7.7.8.,90
3.3.4.4.5.5.5.6.6.7.8.,2
3.3.4.4.5.5.5.6.6.7.8.8.,1
3.3.4.4.5.5.6.6.6.,2
3.3.4.4.5.5.6.6.6.6.,7
3.3.4.4.5.5.6.6.6.6.8.8.,1
3.3.4.4.5.6.6.6.6.7.8.,3
3.3.4.4.5.6.6.6.7.7.8.8.8.9.,1
3.3.4.4.5.6.6.6.7.7.9.,1
3.3.4.4.5.6.6.7.,1
3.3.4.5.5.5.5.6.6.,5
3.3.4.5.5.5.5.6.6.6.,4
3.3.4.5.5.5.5.6.6.8.8.,6
3.3.4.5.5.5.5.6.7.7.8.8.,1
3.3.4.5.5.5.5.7.8.8.9.,1
3.3.4.5.5.5.6.6.7.,1
3.3.4.5.5.5.6.7.7.7.7.7.8.,2
3.3.4.5.6.6.6.7.7.7.8.,1
3.3.5.5.5.5.6.6.6.6.,1
3.3.5.5.5.5.6.6.7.7.7.8.9.,1
3.4.4.4.4.4.4.4.5.5.6.7.,7
3.4.4.4.4.4.4.4.5.6.6.,4
3.4.4.4.4.4.4.5.6.6.,1
3.4.4.4.4.4.4.5.7.7.,3
3.4.4.4.4.4.5.,21
3.4.4.4.4.4.5.5.5.,1
3.4.4.4.4.4.5.5.5.5.6.7.,7
3.4.4.4.4.4.5.5.5.6.,19
3.4.4.4.4.4.5.5.5.6.7.9.,2
3.4.4.4.4.4.5.5.5.6.7.9.10.10.,2
3.4.4.4.4.4.5.5.5.6.8.,1
3.4.4.4.4.4.5.5.6.6.6.7.,1
3.4.4.4.4.4.5.5.6.7.,2
3.4.4.4.4.4.5.5.7.7.7.,28
3.4.4.4.4.4.5.5.7.7.8.9.,1
3.4.4.4.4.4.5.5.7.9.9.,1
3.4.4.4.4.4.5.6.,1
3.4.4.4.4.4.5.6.6.6.7.7.8.,2
3.4.4.4.4.4.5.6.6.7.7.,116
3.4.4.4.4.4.5.6.7.7.,6
3.4.4.4.4.4.5.6.7.7.8.,1
3.4.4.4.4.5.5.5.5.5.,1
3.4.4.4.4.5.5.5.5.6.6.7.,78
3.4.4.4.4.5.5.5.5.6.6.9.,5
3.4.4.4.4.5.5.5.5.6.7.8.,1
3.4.4.4.4.5.5.5.5.7.,2
3.4.4.4.4.5.5.5.5.8.9.,1
3.4.4.4.4.5.5.5.6.6.,6
3.4.4.4.4.5.5.5.6.6.7.9.,1
3.4.4.4.4.5.5.5.7.7.,1
3.4.4.4.4.5.5.5.7.8.8.9.,1
3.4.4.4.4.5.5.6.6.6.6.9.,1
3.4.4.4.4.5.5.6.6.6.7.,1
3.4.4.4.4.5.5.6.6.6.7.8.8.,1
3.4.4.4.4.5.5.6.6.7.8.,5
3.4.4.4.4.5.5.6.7.,3
3.4.4.4.4.5.5.6.7.7.7.,1
3.4.4.4.4.5.6.6.6.6.,1
3.4.4.4.4.5.6.6.6.6.9.9.,1
3.4.4.4.4.5.6.6.6.7.7.,95
3.4.4.4.4.5.6.6.6.7.7.8.8.,1
3.4.4.4.4.5.6.6.7.7.8.9.9.,1
3.4.4.4.5.5.5.5.5.5.6.9.,3
3.4.4.4.5.5.5.5.5.6.,2
3.4.4.4.5.5.5.5.6.6.6.7.,39
3.4.4.4.5.5.5.5.6.7.,4
3.4.4.4.5.5.5.5.6.7.7.7.8.,2
3.4.4.4.5.5.5.5.7.8.,1
3.4.4.4.5.5.5.6.6.,1
3.4.4.4.5.5.5.6.6.6.,6
3.4.4.4.5.5.5.6.6.6.6.,2
3.4.4.4.5.5.5.6.6.6.8.9.9.,3
3.4.4.4.5.5.5.6.6.7.7.8.8.,5
3.4.4.4.5.5.5.6.6.7.8.8.9.10.,3
3.4.4.4.5.5.5.6.6.8.8.,5
3.4.4.4.5.5.5.6.7.8.9.,1
3.4.4.4.5.5.6.6.6.6.7.,26
3.4.4.4.5.5.6.6.6.6.7.8.10.,1
3.4.4.4.5.5.6.6.6.6.8.9.10.10.,1
3.4.4.4.5.5.6.6.6.7.,5
3.4.4.4.5.5.6.6.6.7.7.7.10.,4
3.4.4.4.5.5.6.6.6.7.8.,10
3.4.4.4.5.6.6.6.6.6.,7
3.4.4.4.5.6.6.6.7.7.8.8.10.,8
3.4.4.4.5.6.6.7.7.7.9.,1
3.4.4.5.5.5.5.5.6.6.,1
3.4.4.5.5.5.5.5.6.6.6.,1
3.4.4.5.5.5.5.5.6.6.7.8.9.,5
3.4.4.5.5.5.5.6.6.6.6.7.8.,48
3.4.4.5.5.5.5.6.6.6.7.7.9.,5
3.4.4.5.5.5.5.6.6.6.8.9.10.,5
3.4.4.5.5.5.5.6.6.7.7.9.,10
3.4.4.5.5.5.5.6.6.7.8.9.9.,1
3.4.4.5.5.5.5.6.7.7.8.8.9.10.,2
3.4.4.5.5.5.5.6.7.8.,1
3.4.4.5.5.5.5.6.7.9.9.10.,1
3.4.4.5.5.5.6.6.6.6.6.,2
3.4.4.5.5.5.6.6.6.6.7.8.9.,85
3.4.4.5.5.5.6.6.6.6.8.,96
3.4.4.5.5.5.6.6.6.8.,2
3.4.4.5.5.5.6.7.8.9.,1
3.4.4.5.5.6.6.6.6.6.7.,7
3.4.4.5.5.6.6.6.6.7.,5
3.4.4.5.6.6.6.6.6.6.,3
3.4.5.5.5.5.5.5.6.6.6.6.9.,3
3.4.5.5.5.5.5.5.6.6.8.9.,1
3.4.5.5.5.5.5.5.6.7.7.9.,4
3.4.5.5.5.5.5.6.6.6.8.,1
3.4.5.5.5.5.5.6.6.7.7.,1
3.4.5.5.5.5.6.6.7.7.8.8.8.9.,7
3.4.5.5.5.6.6.6.7.7.7.9.,1
3.5.5.5.5.6.6.6.7.7.7.8.10.,9
3.5.5.5.5.6.7.7.7.8.,1
3.5.5.6.6.6.6.6.6.7.7.7.10.10.,13
4.4.4.4.4.4.4.5.5.8.8.,6
4.4.4.4.4.4.5.5.5.6.7.,1
4.4.4.4.4.4.5.5.6.6.8.,96
4.4.4.4.4.4.5.5.7.7.,2
4.4.4.4.4.4.5.6.6.6.9.,2
4.4.4.4.4.5.5.5.5.,20
4.4.4.4.4.5.5.5.5.6.,1
4.4.4.4.4.5.5.5.7.8.,1
4.4.4.4.4.5.5.6.6.6.,2
4.4.4.4.4.5.5.6.6.6.6.,3
4.4.4.4.4.5.5.6.6.6.8.,10
4.4.4.4.5.5.5.5.5.6.6.7.,1
4.4.4.4.5.5.5.5.6.6.6.9.9.,2
4.4.4.4.5.5.5.5.6.6.7.8.9.,4
4.4.4.4.5.5.5.5.6.6.8.,10
4.4.4.4.5.5.5.5.6.8.8.,10
4.4.4.4.5.5.5.6.6.7.,1
4.4.4.4.5.5.5.6.6.7.7.7.8.,1
4.4.4.4.5.5.5.6.7.8.,1
4.4.4.4.5.5.5.6.7.8.8.,1
4.4.4.4.5.5.6.7.7.8.,1
4.4.4.4.6.6.6.6.7.7.8.8.,1
4.4.4.5.5.5.5.5.6.6.6.9.,1
4.4.4.5.5.5.5.5.6.7.,1
4.4.4.5.5.5.5.6.6.6.,1
4.4.4.5.5.5.5.6.6.7.8.9.,1
4.4.4.5.5.5.5.6.6.7.9.,1
4.4.4.5.5.5.5.6.8.9.9.,1
4.4.4.5.5.5.6.6.6.6.6.9.,1
4.4.4.5.5.5.6.6.6.7.7.8.9.,1
4.4.4.5.5.6.6.6.6.7.7.,1
4.4.4.5.5.6.6.6.6.7.7.9.9.,1
4.4.4.5.5.6.6.6.7.7.7.8.9.,1
4.4.4.5.5.6.6.6.7.8.9.,1
4.4.5.5.5.5.5.5.5.6.6.7.8.,43
4.4.5.5.5.5.5.5.6.7.7.,1
4.4.5.5.5.5.5.6.6.6.7.,36
4.4.5.5.5.5.5.6.7.8.8.,1
4.4.5.5.5.5.6.6.6.7.7.8.10.,1
4.4.5.5.5.5.6.6.7.8.8.8.8.9.,100
4.4.5.5.5.6.6.6.6.6.7.8.10.,12
4.4.5.5.5.6.6.6.6.7.7.7.,103
4.4.5.6.6.6.6.6.6.7.7.8.9.10.,47
4.5.5.5.5.5.5.5.8.9.10.,1
4.5.5.5.5.5.5.6.6.6.7.7.,2
4.5.5.5.5.5.5.6.6.9.9.10.,2
4.5.5.5.5.5.6.6.7.7.9.10.,23
4.5.5.5.5.6.6.6.6.8.,2
4.5.5.5.6.6.6.6.6.7.7.8.9.10.,54
4.5.5.5.6.6.6.6.6.7.7.9.10.,1
4.5.5.5.6.6.6.6.7.7.7.8.,2
4.5.5.5.6.6.6.6.7.7.8.8.9.10.,7
4.5.5.5.6.6.6.6.7.8.8.9.9.10.,1
5.5.5.5.5.5.5.6.6.7.7.7.,2
5.5.5.5.5.5.6.6.7.7.9.9.,107
5.5.5.5.5.6.6.6.7.7.7.8.,1
5.5.5.5.6.6.6.6.6.6.7.7.,1
5.5.5.6.6.6.6.6.7.7.7.8.8.,86
